"","Category","ProductName","Reviewer","Review","TypeOfReviewer","ReviewDate","Rating"
"96","Mens Shorts","Tommy Hilfiger Men's Smooth Lamb","Sean S.","







  
  
    This jacket is made of a faux lamb skin, which is a nice supple and soft leather-like material. It flexes, unlike real leather, so it's more comfortable. It's the right weight for a nice fall/spring jacket. It looks good on and the fit is as expected. Remember this is faux leather, so not as tough as the real thing, so don't jump on the motorcycle and think it's going to protect you. For a fashion statement though, it does the job.
  
","Verified Purchase","Reviewed in the United States on 15 March 2022","5.0 out of 5 stars"
"97","Mens Shorts","Tommy Hilfiger Men's Smooth Lamb","A. Hearn","







  
  
    This jacket met or exceeded my expectations. I bought it based on the reviews found here and am not disappointed. Indeed, the finish is almost impossible to determine that it's not real leather, in both feel and appearance. The tag says it is water resistant.I am 6'1"", 197 lbs, average build, and ordered the Large size which fits perfectly. Sleeve length is just right, which is always a concern when I'm buying a jacket. It fits snuggly when zipped up and probably wouldn't work well with a heavy sweater -- but that's not the way I'll be using it. It's just a bit heavier than I expected, being faux leather, but not nearly as heavy and bulky as real leather.I don't particularly care for the bright checkered pattern on the inside liner, but it won't be seen by anyone when I'm wearing it.  I would have preferred a dark solid color. However, this in no way detracts from my overall satisfaction with this purchase.
  
","Verified Purchase","Reviewed in the United States on 11 November 2018","5.0 out of 5 stars"
"98","Mens Shorts","Tommy Hilfiger Men's Smooth Lamb","Raquel Santiago","







  
  
    Bought an XL because I wanted it oversized. It fits perfectly. Great quality jacket!
  
","Verified Purchase","Reviewed in the United States on 3 April 2023","5.0 out of 5 stars"
"99","Mens Shorts","Tommy Hilfiger Men's Smooth Lamb","Patricia West-Del Ruth","







  
  
    Great fit and looks wonderful on my hubby.
  
","Verified Purchase","Reviewed in the United States on 25 April 2023","5.0 out of 5 stars"
"100","Mens Shorts","Tommy Hilfiger Men's Smooth Lamb","Randale M.","







  
  
    Great buy for the money my uncle likes it
  
","Verified Purchase","Reviewed in the United States on 10 April 2023","5.0 out of 5 stars"
"101","Mens Shorts","Jack & Jones Men's Jjerush Bomber Noos Jacket","Amazon Customer","







  
  
    Great materials and fit
  
","Verified Purchase","Reviewed in the United Kingdom on 9 June 2021","5.0 out of 5 stars"
"102","Mens Shorts","Jack & Jones Men's Jjerush Bomber Noos Jacket","Hoalce","







  
    Jack and Jones era un brand che non conoscevo ed ero un po’ titubante quando l’avevo  ordinato …ma mi sbagliavo !!! Il bomber è veramente bello, leggero e comodo con le misure giuste. Io porto una M in tutti gli indumenti ( alto 175 per 71 Kg)  e il capo calza  a pennello , la qualità è buona e il prezzo accattivante. Consigliatissimo
  
  
","Verified Purchase","Reviewed in Italy on 23 February 2023","5.0 out of 5 stars"
"103","Mens Shorts","Jack & Jones Men's Jjerush Bomber Noos Jacket","Martl","







  
    Die Jacke sieht super aus und ich hätte sie liebend gerne getragen, allerdings fällt sie in Größe XXL wie eine L aus. Vorne geht die Jacke zwar zu und die Ärmel sind lang genug, allerdings wäre die Jacke in kleine Stücke zerrissen, hätte ich nur einmal kurz die Muskeln angespannt. Dieses schicke Kleidungsstück, ist also eher für sehr drahtige Personen mit äußerst schmalen Schultern und wenig Muskulatur geeignet.
  
  
","Verified Purchase","Reviewed in Germany on 9 October 2023","4.0 out of 5 stars"
"104","Mens Shorts","Jack & Jones Men's Jjerush Bomber Noos Jacket","""The Ambassador""","







  
    Super bien coupé, cette veste mi saison est stylée et ira aussi bien à un adulte qu'à un ado.Des poches très pratiques.On aime le petit côté Bomber's pour ceux qui connaissent l'original !Je recommande à 100%
  
  
","Verified Purchase","Reviewed in France on 1 September 2023","5.0 out of 5 stars"
"105","Mens Shorts","Jack & Jones Men's Jjerush Bomber Noos Jacket","Pierre H","







  
    blouson léger agréable pour arrière saison.
  
  
","Verified Purchase","Reviewed in Belgium on 5 November 2023","5.0 out of 5 stars"
"106","Mens Shorts","Jack & Jones Men's Jjerush Bomber Noos Jacket","Jules Ml","







  
    Vraiment dommage car veste très sympathique et très jolie mais il y a un soucis avec la taille. Je prends L et je me retrouve compressé comme jamais !Taille extrêmement petit, je demande un échange !
  
  
","Verified Purchase","Reviewed in France on 28 December 2023","3.0 out of 5 stars"
"107","Mens Shorts","Jack & Jones Men's Jjerush Bomber Noos Jacket","Emmanuel Escobar Jr.","







  
    J'ai suivi le conseil de certains commentaires de prendre une taille au-dessus mais c'est trop grand. J'aurais dû prendre la taille que je prends d'habitude c'est-à-dire S ( 1m72 / 61kg ). Sinon veste bomber très confortable et très légère.
  
  
","Verified Purchase","Reviewed in France on 31 July 2023","4.0 out of 5 stars"
"108","Mens Shorts","Jack & Jones Men's Jjerush Bomber Noos Jacket","Caneeem","







  
    Sehr schöne übergangsjacke schöne farbeGut dass ich eine Nr. größer bestellt habe.Qualität gut ,preis auch sehr gut. Sieht schick und sehr elegant aus .
  
  
","Verified Purchase","Reviewed in Germany on 27 October 2023","4.0 out of 5 stars"
"109","Mens Shorts","Jack & Jones Men's Jjerush Bomber Noos Jacket","Pmo","







  
    Pas terrible !!
  
  
","Verified Purchase","Reviewed in France on 4 December 2023","3.0 out of 5 stars"
"110","Mens Shorts","Jack & Jones Men's Jjerush Bomber Noos Jacket","florian","







  
  
    i am 1.84M and 115KG the XXL dident fit me so gave it to a friend who is 1.83M and 70KG who it fits fine he is happy with it so its a good jacket just to small for me
  
","Verified Purchase","Reviewed in Germany on 29 July 2023","4.0 out of 5 stars"
"111","Mens Shorts","Jack & Jones Men's Jjerush Bomber Noos Jacket","Stefano","







  
    Il giubino è ben fatto. Impermeabile quanto basta per resistere ad una pioggia leggera. Buona la resistenza al vento. Con un maglioncino sotto è adatto anche a temperature un pochino rigide, come la mattine di primavera. L'unico peccato, ma di certo veniale è la fodera che se fosse stata realizzata in materiale traspirante, avrebbe reso il capo ancora più gradevole.
  
  
","Verified Purchase","Reviewed in Italy on 28 April 2023","4.0 out of 5 stars"
"112","Mens Shorts","Jack & Jones Men's Jjerush Bomber Noos Jacket","Spike","







  
    La talla era correcta y me gusta el color y cómo me queda.Los bolsillos con cremallera deberían ir en el interior para que no se te caiga el móvil o las llaves. En cambio el único bolsillo interior es demasiado pequeño y no tiene cierre de ningún tipo.
  
  
","Verified Purchase","Reviewed in Spain on 13 June 2023","4.0 out of 5 stars"
"113","Mens Shorts","Jack & Jones Men's Jjerush Bomber Noos Jacket","Juergen Stropahl","







  
    Gute Qualität, wer L trägt sollte XL bestellen. Innentasche sehr klein. Keine Handytasche.
  
  
","Verified Purchase","Reviewed in Germany on 8 September 2023","4.0 out of 5 stars"
"114","Mens Shorts","Jack & Jones Men's Jjerush Bomber Noos Jacket","K. Brandner","







  
    Klassisch geschnittene Bomberjacke. Für den Preis darf man keine Wunder erwarten, aber die Verarbeitung ist ok, die Nähte sauber. Bei den Innentaschen hätte man eine bessere Lösung finden können, für Smartphone oder Geldbeutel ist kein Platz. Die Jacke fällt relativ normal aus, bei 1,88 und 100 kg passt XXL hervorragend. Die Farbe ist sehr schön. Kaufempfehlung.
  
  
","Verified Purchase","Reviewed in Germany on 14 June 2023","4.0 out of 5 stars"
"115","Mens Shorts","Jack & Jones Men's Jjerush Bomber Noos Jacket","Amazon Kunde","







  
    Schnelle Lieferung
  
  
","Verified Purchase","Reviewed in Germany on 13 September 2023","4.0 out of 5 stars"
"116","Mens Shorts","Jack & Jones Men's Jjerush Bomber Noos Jacket","Paulo","







  
  
    Nice enough jacket and very usefully it has three zip pocketsBut the large was too tight and the XL was a bit too billowy.
  
","Verified Purchase","Reviewed in the United Kingdom on 25 July 2023","3.0 out of 5 stars"
"117","Mens Shorts","Jack & Jones Men's Jjerush Bomber Noos Jacket","Joe Hill","







  
    Ich habe diese Jacke von ""Jack & Jones"" schon in blau. Sie passt perfekt in der gewohnten Größe.Also hat man in der Regel: M, dann sollte man auch hier M nehmen.Bei mir sitz sie Top.Ich finde die Farbe auch sehr schön.Der Preis 29.-€ ist im Verhältnis gerechtfertigtIch würde sie definitiv noch einmal kaufen, vielleicht noch einmal diese.
  
  
","Verified Purchase","Reviewed in Germany on 13 August 2023","5.0 out of 5 stars"
"118","Mens Shorts","Jack & Jones Men's Jjerush Bomber Noos Jacket","JLo","







  
    Top Qualität wie immer von Jack&Jones, mein Sohn trägt sie nun jeden Tag. Größe passt auch wie angegeben.
  
  
","Verified Purchase","Reviewed in Germany on 13 October 2023","5.0 out of 5 stars"
"119","Mens Shorts","Jack & Jones Men's Jjerush Bomber Noos Jacket","fabio","







  
    Ottimo prodotto
  
  
","Verified Purchase","Reviewed in Italy on 2 June 2023","4.0 out of 5 stars"
"120","Mens Shorts","Jack & Jones Men's Jjerush Bomber Noos Jacket","Jack","







  
    Da ich bisher keine einzige ""richtige"" Übergangsjacke Frühjahr/Herbst hatte, sondern nur Sweatshirtjacken trug, bestellte ich diese Jacke in Größe L. Da ich Größe M habe, wollte ich sicher gehen, dass die Jacke auch nicht zu kurz, eng sitzt. Sie kam ohne viel Verpackungsmüll an. Die Jacke selbst war in Folienverpackung gelegt und das Ganze in einem Papierumschlag. Kein zusätzlicher Karton. Finde ich gut.Die Jacke selbst schaut aus wie angegeben und sitzt perfekt.Die Jacke hat 3 Reißverschlusstaschen. 2 rechts und links unten und 1 Tasche mit Reißverschluss am oberen linken Ärmel. Daneben befinden sich 4 Täschchen, wo man z.B. einen Stift reinstecken kann. Diese Öffnungen sind klein. Die unteren zwei Taschen sind groß genug, um z.Bsp. Schlüsselbund oder ein Handy (Bsp. Samsung A51) leicht zu verstauen. Innentaschen gibt es keine, das ist für mich auch nicht wichtig, da die Außentaschen für mich ausreichend sind.Alles in allem bin ich sehr zufrieden und würde diese Jacke wieder kaufen, z.Bsp. in einer anderen Farbe.
  
  
","Verified Purchase","Reviewed in Germany on 6 August 2022","5.0 out of 5 stars"
"121","Mens Shorts","Jack & Jones Men's Jjerush Bomber Noos Jacket","Mandy","







  
    Die Jacke sieht super aus und entspricht der angegeben Größe. Rundum zufrieden!
  
  
","Verified Purchase","Reviewed in Germany on 15 October 2023","5.0 out of 5 stars"
"122","Mens Shorts","Jack & Jones Men's Jjerush Bomber Noos Jacket","Matteo Magnanimi","







  
    Buona qualità
  
  
","Verified Purchase","Reviewed in Italy on 3 October 2023","5.0 out of 5 stars"
